dt device_translation_speed_cmd device_rotation_speed_cmd 
0.100000000 2.000045776 -0.003430105
0.100000000 2.000045776 -0.003430105
0.100000000 2.000045776 0.000259536
0.100000000 2.000045776 0.000259536
0.100000000 2.000045776 0.002491145
0.100000000 2.000045776 0.002491145
0.100000000 2.000045776 0.002762082
0.100000000 2.000045776 0.002762082
0.100000000 2.000045776 0.003451956
0.100000000 2.000045776 0.003451956
0.100000000 2.000045776 0.004602359
0.100000000 2.000045776 0.004602359
0.100000000 1.925048828 0.006387157
0.100000000 1.925048828 0.006387157
0.100000000 2.000045776 0.007304344
0.100000000 2.000045776 0.007304344
0.100000000 2.000045776 0.006726584
0.100000000 2.000045776 0.006726584
0.100000000 2.000045776 0.006462140
0.100000000 2.000045776 0.006462140
0.100000000 2.000045776 0.001105438
0.100000000 2.000045776 0.001105438
0.100000000 2.000045776 -0.010262798
0.100000000 2.000045776 -0.010262798
0.100000000 2.000045776 -0.011861625
0.100000000 2.000045776 -0.011861625
0.100000000 2.000045776 0.000845904
0.100000000 2.000045776 0.000845904
0.100000000 2.000045776 0.008860817
0.100000000 2.000045776 0.008860817
0.100000000 2.000045776 0.004170192
0.100000000 2.000045776 0.004170192
0.100000000 2.000045776 0.013706833
0.100000000 2.000045776 0.013706833
0.100000000 2.000045776 -0.015619700
0.100000000 2.000045776 -0.015619700
0.100000000 2.000045776 -0.007359507
0.100000000 2.000045776 -0.007359507
0.100000000 2.000045776 0.005503411
0.100000000 2.000045776 0.005503411
0.100000000 2.000045776 0.002834704
0.100000000 2.000045776 0.002834704
0.100000000 2.000045776 0.000096138
0.100000000 2.000045776 0.000096138
0.100000000 2.000045776 0.001130956
0.100000000 2.000045776 0.001130956
0.100000000 2.000045776 0.002646563
0.100000000 2.000045776 0.002646563
0.100000000 2.000045776 0.002976162
0.100000000 2.000045776 0.002976162
0.100000000 2.000045776 -0.003398941
0.100000000 2.000045776 -0.003398941
0.100000000 2.000045776 -0.013517085
0.100000000 2.000045776 -0.013517085
0.100000000 2.000045776 -0.015073555
0.100000000 2.000045776 -0.015073555
0.100000000 2.000045776 -0.006108184
0.100000000 2.000045776 -0.006108184
0.100000000 2.000045776 0.001734278
0.100000000 2.000045776 0.001734278
0.100000000 2.000045776 0.001490765
0.100000000 2.000045776 0.001490765
0.100000000 2.000045776 0.002178438
0.100000000 2.000045776 0.002178438
0.100000000 2.000045776 0.002390934
0.100000000 2.000045776 0.002390934
0.100000000 2.000045776 -0.001006116
0.100000000 2.000045776 -0.001006116
0.100000000 2.000045776 -0.003913754
0.100000000 2.000045776 -0.003913754
0.100000000 2.000045776 0.000224023
0.100000000 2.000045776 0.000224023
0.100000000 2.000045776 0.008005074
0.100000000 2.000045776 0.008005074
0.100000000 2.000045776 0.008957819
0.100000000 2.000045776 0.008957819
0.100000000 2.000045776 0.002272730
0.100000000 2.000045776 0.002272730
0.100000000 2.000045776 -0.002947559
0.100000000 2.000045776 -0.002947559
0.100000000 1.991653442 1.124837736
0.100000000 1.991653442 1.124837736
0.100000000 1.991806030 -0.283426270
0.100000000 1.991806030 -0.283426270
0.100000000 1.995544434 -0.122198835
0.100000000 1.995544434 -0.122198835
0.100000000 1.997833252 0.217334703
0.100000000 1.997833252 0.217334703
0.100000000 1.999206543 -0.127099976
0.100000000 1.999206543 -0.127099976
0.100000000 1.999816895 0.024515837
0.100000000 1.999816895 0.024515837
0.100000000 2.000045776 0.010702014
0.100000000 2.000045776 0.010702014
0.100000000 1.925048828 -0.034536198
0.100000000 1.925048828 -0.034536198
0.100000000 2.000122070 0.017659664
0.100000000 2.000122070 0.017659664
0.100000000 2.000427246 0.011649653
0.100000000 2.000427246 0.011649653
0.100000000 2.000427246 0.009108633
0.100000000 2.000427246 0.009108633
0.100000000 2.000427246 -0.006439164
0.100000000 2.000427246 -0.006439164
0.100000000 2.000427246 -0.028452352
0.100000000 2.000427246 -0.028452352
0.100000000 2.000427246 -0.008183569
0.100000000 2.000427246 -0.008183569
0.100000000 2.000427246 0.025042295
0.100000000 2.000427246 0.025042295
0.100000000 2.000427246 0.018150806
0.100000000 2.000427246 0.018150806
